,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT
Date,,,,,,,,,,,,,,,,,,
2017-01-03,40.4005012512207,115.34630584716797,57.138736724853516,40.4005012512207,159.8374786376953,62.58000183105469,40.571998596191406,160.48757934570312,62.84000015258789,39.84450149536133,158.70936584472656,62.130001068115234,40.03099822998047,159.6558380126953,62.790000915527344,39180000,3069278,20694100
2017-01-04,40.38850021362305,116.77437591552734,56.88307189941406,40.38850021362305,161.81643676757812,62.29999923706055,40.67150115966797,162.3996124267578,62.75,40.205501556396484,160.0,62.119998931884766,40.49449920654297,160.3919677734375,62.47999954223633,30306000,3536944,21340000
2017-01-05,40.6510009765625,116.38805389404297,56.88307189941406,40.6510009765625,161.28106689453125,62.29999923706055,40.6870002746582,161.9407196044922,62.65999984741211,40.29600143432617,159.90440368652344,62.029998779296875,40.375,161.806884765625,62.189998626708984,26810000,2805686,24876000
2017-01-06,41.260501861572266,116.960693359375,57.37611389160156,41.260501861572266,162.07456970214844,62.84000015258789,41.448001861572266,162.44741821289062,63.150001525878906,40.57500076293945,160.15296936035156,62.040000915527344,40.7495002746582,161.27151489257812,62.29999923706055,40342000,3080993,19922900
2017-01-09,41.35900115966797,115.66365814208984,57.193519592285156,41.35900115966797,160.27725219726562,62.63999938964844,41.52149963378906,162.33270263671875,63.08000183105469,41.08100128173828,160.24856567382812,62.540000915527344,41.31850051879883,162.0172119140625,62.7599983215332,28178000,3336635,20382700
2017-01-10,41.300498962402344,114.19415283203125,57.17524337768555,41.300498962402344,158.2409210205078,62.619998931884766,41.47050094604492,160.69789123535156,63.06999969482422,41.15700149536133,158.06883239746094,62.279998779296875,41.35350036621094,160.5927276611328,62.72999954223633,23948000,4308160,18593000
2017-01-11,41.49300003051758,115.73260498046875,57.69568634033203,41.49300003051758,160.3728485107422,63.189998626708984,41.494998931884766,160.38241577148438,63.22999954223633,41.07350158691406,158.31739807128906,62.43000030517578,41.33100128173828,158.7476043701172,62.61000061035156,26508000,3765077,21517300
2017-01-12,41.47650146484375,115.87060546875,57.166114807128906,41.47650146484375,160.56405639648438,62.61000061035156,41.51900100708008,160.6214141845703,63.400001525878906,41.050498962402344,158.27915954589844,61.95000076293945,41.41899871826172,160.3919677734375,63.060001373291016,26990000,3062165,20968200
2017-01-13,41.547000885009766,115.44975280761719,57.24829864501953,41.547000885009766,159.9808807373047,62.70000076293945,41.73249816894531,161.07073974609375,62.869998931884766,41.47600173950195,159.54110717773438,62.349998474121094,41.54999923706055,160.5831756591797,62.619998931884766,25804000,3007668,19422300
2017-01-17,41.37300109863281,115.82921600341797,57.09306716918945,41.37300109863281,160.50669860839844,62.529998779296875,41.50899887084961,160.783935546875,62.70000076293945,41.15999984741211,158.8145294189453,62.029998779296875,41.5,159.35946655273438,62.68000030517578,28818000,3468222,20664000
2017-01-18,41.45100021362305,115.07722473144531,57.0656852722168,41.45100021362305,159.46463012695312,62.5,41.490501403808594,161.1759033203125,62.70000076293945,41.20399856567383,159.35946655273438,62.119998931884766,41.4900016784668,160.08604431152344,62.66999816894531,20554000,4192159,19670100
2017-01-19,41.21849822998047,115.08407592773438,56.88307189941406,41.21849822998047,159.47418212890625,62.29999923706055,41.650001525878906,160.08604431152344,62.97999954223633,41.198001861572266,158.50860595703125,62.20000076293945,41.45000076293945,159.61758422851562,62.2400016784668,21410000,7283716,18451700
2017-01-20,41.40850067138672,117.66435241699219,57.284820556640625,41.40850067138672,163.04971313476562,62.7400016784668,41.46200180053711,163.13575744628906,62.81999969482422,41.22999954223633,158.69981384277344,62.369998931884766,41.454498291015625,160.43020629882812,62.66999816894531,26124000,13273740,30213500
2017-01-23,42.221500396728516,117.99555969238281,57.485694885253906,42.221500396728516,163.50860595703125,62.959999084472656,42.277000427246094,163.71893310546875,63.119998931884766,41.435001373291016,162.53346252441406,62.56999969482422,41.580501556396484,162.6003875732422,62.70000076293945,49148000,5730197,23097600
2017-01-24,42.47650146484375,121.35538482666016,57.99700164794922,42.47650146484375,168.1644287109375,63.52000045776367,42.57600021362305,168.26004028320312,63.7400016784668,42.11399841308594,163.6328887939453,62.939998626708984,42.3489990234375,163.8240966796875,63.20000076293945,33768000,7272210,24672900
2017-01-25,42.92250061035156,123.0042953491211,58.14309310913086,42.92250061035156,170.44932556152344,63.68000030517578,42.93949890136719,171.3671112060547,64.0999984741211,42.48699951171875,168.3843231201172,63.45000076293945,42.6775016784668,168.50860595703125,63.95000076293945,33108000,6194935,23672700
2017-01-26,42.8489990234375,123.25955963134766,58.681785583496094,42.8489990234375,170.8030548095703,64.2699966430664,43.04999923706055,171.0133819580078,64.54000091552734,42.5260009765625,169.70362854003906,63.54999923706055,42.95249938964844,170.2294464111328,64.12000274658203,69866000,3204839,43554600
2017-01-27,42.25149917602539,122.32128143310547,60.060482025146484,42.25149917602539,169.50286865234375,65.77999877929688,43.349998474121094,171.31930541992188,65.91000366210938,42.095001220703125,169.50286865234375,64.88999938964844,42.95000076293945,170.6214141845703,65.38999938964844,75050000,3642486,44818000
