,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC
Date,,,,,,,,,,,,
2019-01-02,23346.240234375,2510.030029296875,23346.240234375,2510.030029296875,23413.470703125,2519.489990234375,22928.58984375,2467.469970703125,23058.609375,2476.9599609375,321570000,3733160000
2019-01-03,22686.220703125,2447.889892578125,22686.220703125,2447.889892578125,23176.390625,2493.139892578125,22638.41015625,2443.9599609375,23176.390625,2491.919921875,424240000,3858830000
2019-01-04,23433.16015625,2531.93994140625,23433.16015625,2531.93994140625,23518.640625,2538.070068359375,22894.919921875,2474.330078125,22894.919921875,2474.330078125,396020000,4234140000
2019-01-07,23531.349609375,2549.68994140625,23531.349609375,2549.68994140625,23687.740234375,2566.159912109375,23301.58984375,2524.56005859375,23474.259765625,2535.610107421875,334200000,4133120000
2019-01-08,23787.44921875,2574.409912109375,23787.44921875,2574.409912109375,23864.650390625,2579.820068359375,23581.44921875,2547.56005859375,23680.3203125,2568.110107421875,317420000,4120060000
2019-01-09,23879.119140625,2584.9599609375,23879.119140625,2584.9599609375,24084.7109375,2595.320068359375,23703.16015625,2568.889892578125,23844.26953125,2580.0,324570000,4088740000
2019-01-10,24001.919921875,2596.639892578125,24001.919921875,2596.639892578125,24014.779296875,2597.820068359375,23703.25,2562.02001953125,23811.109375,2573.510009765625,338150000,3721300000
2019-01-11,23995.94921875,2596.260009765625,23995.94921875,2596.260009765625,23996.3203125,2596.27001953125,23798.16015625,2577.39990234375,23940.009765625,2588.110107421875,262650000,3447460000
2019-01-14,23909.83984375,2582.610107421875,23909.83984375,2582.610107421875,23964.900390625,2589.320068359375,23765.240234375,2570.409912109375,23880.529296875,2580.31005859375,277560000,3689370000
2019-01-15,24065.58984375,2610.300048828125,24065.58984375,2610.300048828125,24099.140625,2613.080078125,23887.9296875,2585.10009765625,23914.109375,2585.10009765625,291570000,3601180000
2019-01-16,24207.16015625,2616.10009765625,24207.16015625,2616.10009765625,24288.609375,2625.760009765625,24119.720703125,2612.679931640625,24139.91015625,2614.75,302830000,3882180000
2019-01-17,24370.099609375,2635.9599609375,24370.099609375,2635.9599609375,24474.4609375,2645.06005859375,24088.900390625,2606.360107421875,24147.08984375,2609.280029296875,288590000,3802410000
2019-01-18,24706.349609375,2670.7099609375,24706.349609375,2670.7099609375,24750.220703125,2675.469970703125,24459.029296875,2647.580078125,24534.189453125,2651.27001953125,372970000,4009010000
2019-01-22,24404.48046875,2632.89990234375,24404.48046875,2632.89990234375,24607.759765625,2657.8798828125,24244.310546875,2617.27001953125,24607.759765625,2657.8798828125,338480000,3923950000
2019-01-23,24575.619140625,2638.699951171875,24575.619140625,2638.699951171875,24700.98046875,2653.18994140625,24307.169921875,2612.860107421875,24577.25,2643.47998046875,318600000,3358770000
2019-01-24,24553.240234375,2642.330078125,24553.240234375,2642.330078125,24626.30078125,2647.199951171875,24422.73046875,2627.010009765625,24579.9609375,2638.840087890625,320170000,3449230000
2019-01-25,24737.19921875,2664.760009765625,24737.19921875,2664.760009765625,24860.150390625,2672.3798828125,24676.75,2657.330078125,24687.2109375,2657.43994140625,376890000,3821000000
2019-01-28,24528.220703125,2643.85009765625,24528.220703125,2643.85009765625,24596.98046875,2644.969970703125,24323.939453125,2624.06005859375,24596.98046875,2644.969970703125,347170000,3630820000
2019-01-29,24579.9609375,2640.0,24579.9609375,2640.0,24674.869140625,2650.929931640625,24504.0390625,2631.050048828125,24519.619140625,2644.889892578125,330870000,3518070000
2019-01-30,25014.859375,2681.050048828125,25014.859375,2681.050048828125,25109.619140625,2690.43994140625,24790.900390625,2648.340087890625,24826.51953125,2653.6201171875,397330000,3883270000
2019-01-31,24999.669921875,2704.10009765625,24999.669921875,2704.10009765625,25049.619140625,2708.949951171875,24842.08984375,2678.64990234375,24954.48046875,2685.489990234375,507350000,4953800000
2019-02-01,25063.890625,2706.530029296875,25063.890625,2706.530029296875,25193.150390625,2716.659912109375,24982.490234375,2696.8798828125,25025.310546875,2702.320068359375,372090000,3782490000
2019-02-04,25239.369140625,2724.8701171875,25239.369140625,2724.8701171875,25239.91015625,2724.989990234375,24977.669921875,2698.75,25062.119140625,2706.489990234375,298540000,3369450000
2019-02-05,25411.51953125,2737.699951171875,25411.51953125,2737.699951171875,25427.3203125,2738.97998046875,25287.650390625,2724.030029296875,25287.9296875,2728.340087890625,310650000,3597620000
2019-02-06,25390.30078125,2731.610107421875,25390.30078125,2731.610107421875,25439.0390625,2738.080078125,25312.060546875,2724.14990234375,25371.5703125,2735.050048828125,247590000,3486590000
2019-02-07,25169.529296875,2706.050048828125,25169.529296875,2706.050048828125,25314.259765625,2719.320068359375,25000.51953125,2687.260009765625,25265.810546875,2717.530029296875,295460000,4114040000
2019-02-08,25106.330078125,2707.8798828125,25106.330078125,2707.8798828125,25106.390625,2708.070068359375,24883.0390625,2681.830078125,25042.359375,2692.360107421875,248210000,3649510000
2019-02-11,25053.109375,2709.800048828125,25053.109375,2709.800048828125,25196.75,2718.050048828125,25009.099609375,2703.7900390625,25142.810546875,2712.39990234375,241700000,3395330000
2019-02-12,25425.759765625,2744.72998046875,25425.759765625,2744.72998046875,25458.98046875,2748.18994140625,25152.029296875,2722.610107421875,25152.029296875,2722.610107421875,278110000,3843020000
2019-02-13,25543.26953125,2753.030029296875,25543.26953125,2753.030029296875,25625.94921875,2761.85009765625,25480.859375,2748.6298828125,25480.859375,2750.300048828125,263330000,3684910000
2019-02-14,25439.390625,2745.72998046875,25439.390625,2745.72998046875,25558.900390625,2757.89990234375,25308.08984375,2731.22998046875,25460.650390625,2743.5,313010000,3845390000
2019-02-15,25883.25,2775.60009765625,25883.25,2775.60009765625,25883.720703125,2775.659912109375,25564.630859375,2760.239990234375,25564.630859375,2760.239990234375,328530000,3648680000
2019-02-19,25891.3203125,2779.760009765625,25891.3203125,2779.760009765625,25961.439453125,2787.330078125,25820.009765625,2767.2900390625,25849.849609375,2769.280029296875,280620000,3535270000
2019-02-20,25954.439453125,2784.699951171875,25954.439453125,2784.699951171875,25986.19921875,2789.8798828125,25846.48046875,2774.06005859375,25872.259765625,2779.050048828125,287880000,3904830000
2019-02-21,25850.630859375,2774.8798828125,25850.630859375,2774.8798828125,25938.880859375,2781.580078125,25762.2109375,2764.550048828125,25922.41015625,2780.239990234375,255710000,3598260000
2019-02-22,26031.810546875,2792.669921875,26031.810546875,2792.669921875,26052.900390625,2794.199951171875,25906.26953125,2779.110107421875,25906.26953125,2780.669921875,279760000,3429350000
2019-02-25,26091.94921875,2796.110107421875,26091.94921875,2796.110107421875,26241.419921875,2813.489990234375,26080.66015625,2794.989990234375,26126.150390625,2804.35009765625,281600000,3860260000
2019-02-26,26057.98046875,2793.89990234375,26057.98046875,2793.89990234375,26155.2890625,2803.1201171875,25966.009765625,2789.469970703125,26051.609375,2792.360107421875,257850000,3676200000
2019-02-27,25985.16015625,2792.3798828125,25985.16015625,2792.3798828125,26039.6796875,2795.760009765625,25877.240234375,2775.1298828125,25995.599609375,2787.5,255380000,3771790000
2019-02-28,25916.0,2784.489990234375,25916.0,2784.489990234375,26029.2109375,2793.72998046875,25896.560546875,2782.510009765625,25984.279296875,2788.110107421875,338520000,4445780000
2019-03-01,26026.3203125,2803.68994140625,26026.3203125,2803.68994140625,26143.919921875,2808.02001953125,25914.369140625,2787.3798828125,26019.669921875,2798.219970703125,289890000,3994950000
2019-03-04,25819.650390625,2792.81005859375,25819.650390625,2792.81005859375,26155.98046875,2816.8798828125,25611.55078125,2767.659912109375,26122.189453125,2814.3701171875,295510000,3949730000
2019-03-05,25806.630859375,2789.64990234375,25806.630859375,2789.64990234375,25877.150390625,2796.43994140625,25725.630859375,2782.969970703125,25829.0703125,2794.409912109375,252260000,3631380000
2019-03-06,25673.4609375,2771.449951171875,25673.4609375,2771.449951171875,25837.609375,2790.27001953125,25633.7109375,2768.68994140625,25818.759765625,2790.27001953125,256250000,3800180000
2019-03-07,25473.23046875,2748.929931640625,25473.23046875,2748.929931640625,25645.44921875,2767.25,25352.55078125,2739.090087890625,25645.44921875,2766.530029296875,289140000,3932150000
2019-03-08,25450.240234375,2743.070068359375,25450.240234375,2743.070068359375,25466.140625,2744.1298828125,25252.4609375,2722.27001953125,25347.380859375,2730.7900390625,270500000,3424300000
2019-03-11,25650.880859375,2783.300048828125,25650.880859375,2783.300048828125,25661.630859375,2784.0,25208.0,2747.610107421875,25208.0,2747.610107421875,309790000,3764850000
2019-03-12,25554.66015625,2791.52001953125,25554.66015625,2791.52001953125,25675.439453125,2798.320068359375,25522.169921875,2786.72998046875,25600.30078125,2787.340087890625,317730000,3432340000
2019-03-13,25702.890625,2810.919921875,25702.890625,2810.919921875,25776.490234375,2821.239990234375,25571.310546875,2799.780029296875,25637.23046875,2799.780029296875,331410000,3782250000
2019-03-14,25709.939453125,2808.47998046875,25709.939453125,2808.47998046875,25752.83984375,2815.0,25621.310546875,2803.4599609375,25692.310546875,2810.3798828125,302790000,3505670000
2019-03-15,25848.869140625,2822.47998046875,25848.869140625,2822.47998046875,25927.91015625,2830.72998046875,25649.69921875,2810.7900390625,25720.9609375,2810.7900390625,616910000,5969780000
2019-03-18,25914.099609375,2832.93994140625,25914.099609375,2832.93994140625,25924.76953125,2835.409912109375,25785.66015625,2821.989990234375,25801.880859375,2822.610107421875,303170000,3620770000
2019-03-19,25887.380859375,2832.570068359375,25887.380859375,2832.570068359375,26109.6796875,2852.419921875,25814.919921875,2823.27001953125,25987.869140625,2840.760009765625,342250000,3650740000
2019-03-20,25745.669921875,2824.22998046875,25745.669921875,2824.22998046875,25929.51953125,2843.5400390625,25670.630859375,2812.429931640625,25867.7890625,2831.340087890625,321980000,3779160000
2019-03-21,25962.509765625,2854.8798828125,25962.509765625,2854.8798828125,26009.900390625,2860.31005859375,25657.779296875,2817.3798828125,25688.439453125,2819.719970703125,335250000,3612620000
2019-03-22,25502.3203125,2800.7099609375,25502.3203125,2800.7099609375,25877.009765625,2846.159912109375,25501.44921875,2800.469970703125,25844.650390625,2844.52001953125,386510000,4253730000
2019-03-25,25516.830078125,2798.360107421875,25516.830078125,2798.360107421875,25603.26953125,2809.7900390625,25372.259765625,2785.02001953125,25490.720703125,2796.010009765625,303120000,3406110000
2019-03-26,25657.73046875,2818.4599609375,25657.73046875,2818.4599609375,25796.2890625,2829.8701171875,25544.779296875,2803.989990234375,25649.560546875,2812.659912109375,305110000,3288570000
2019-03-27,25625.58984375,2805.3701171875,25625.58984375,2805.3701171875,25758.169921875,2825.56005859375,25425.26953125,2787.719970703125,25676.33984375,2819.719970703125,270340000,3422400000
2019-03-28,25717.4609375,2815.43994140625,25717.4609375,2815.43994140625,25743.41015625,2819.7099609375,25576.689453125,2798.77001953125,25693.3203125,2809.39990234375,237170000,3185460000
2019-03-29,25928.6796875,2834.39990234375,25928.6796875,2834.39990234375,25949.3203125,2836.030029296875,25771.669921875,2819.22998046875,25827.310546875,2828.27001953125,300620000,3752520000
2019-04-01,26258.419921875,2867.18994140625,26258.419921875,2867.18994140625,26280.900390625,2869.39990234375,26071.689453125,2848.6298828125,26075.099609375,2848.6298828125,295570000,3560090000
2019-04-02,26179.130859375,2867.239990234375,26179.130859375,2867.239990234375,26221.240234375,2872.89990234375,26122.310546875,2858.75,26213.55078125,2868.239990234375,250940000,3267210000
2019-04-03,26218.130859375,2873.39990234375,26218.130859375,2873.39990234375,26282.169921875,2885.25,26138.470703125,2865.169921875,26238.029296875,2876.090087890625,271980000,3570000000
2019-04-04,26384.630859375,2879.389892578125,26384.630859375,2879.389892578125,26398.900390625,2881.280029296875,26212.779296875,2867.139892578125,26213.419921875,2873.989990234375,233040000,3038740000
2019-04-05,26424.990234375,2892.739990234375,26424.990234375,2892.739990234375,26487.5703125,2893.239990234375,26370.8203125,2882.989990234375,26427.560546875,2884.159912109375,229550000,3155970000
2019-04-08,26341.01953125,2895.77001953125,26341.01953125,2895.77001953125,26344.650390625,2895.949951171875,26246.029296875,2880.780029296875,26312.669921875,2888.4599609375,229380000,3056460000
2019-04-09,26150.580078125,2878.199951171875,26150.580078125,2878.199951171875,26246.33984375,2886.8798828125,26103.140625,2873.330078125,26243.5390625,2886.580078125,244410000,3032480000
2019-04-10,26157.16015625,2888.2099609375,26157.16015625,2888.2099609375,26209.490234375,2889.7099609375,26101.240234375,2879.1298828125,26173.7109375,2881.3701171875,203130000,3092230000
2019-04-11,26143.05078125,2888.320068359375,26143.05078125,2888.320068359375,26229.880859375,2893.419921875,26062.58984375,2881.989990234375,26188.2109375,2891.919921875,211680000,2970650000
2019-04-12,26412.30078125,2907.409912109375,26412.30078125,2907.409912109375,26436.6796875,2910.5400390625,26309.720703125,2898.3701171875,26357.7890625,2900.860107421875,369910000,3726050000
2019-04-15,26384.76953125,2905.580078125,26384.76953125,2905.580078125,26424.849609375,2909.60009765625,26316.419921875,2896.47998046875,26407.759765625,2908.320068359375,250620000,3114530000
2019-04-16,26452.66015625,2907.06005859375,26452.66015625,2907.06005859375,26530.7109375,2916.06005859375,26397.189453125,2900.7099609375,26482.189453125,2912.260009765625,302340000,3403120000
2019-04-17,26449.5390625,2900.449951171875,26449.5390625,2900.449951171875,26501.01953125,2918.0,26391.859375,2895.449951171875,26468.529296875,2916.0400390625,367780000,3648100000
2019-04-18,26559.5390625,2905.030029296875,26559.5390625,2905.030029296875,26602.419921875,2908.39990234375,26444.529296875,2891.89990234375,26463.369140625,2904.81005859375,332850000,3507100000
2019-04-22,26511.05078125,2907.969970703125,26511.05078125,2907.969970703125,26553.05078125,2909.510009765625,26458.609375,2896.35009765625,26510.76953125,2898.780029296875,232570000,3010130000
2019-04-23,26656.390625,2933.679931640625,26656.390625,2933.679931640625,26695.9609375,2936.31005859375,26503.560546875,2908.530029296875,26513.830078125,2909.989990234375,311690000,3674480000
2019-04-24,26597.05078125,2927.25,26597.05078125,2927.25,26680.580078125,2936.830078125,26582.859375,2926.050048828125,26652.560546875,2934.0,283370000,3468480000
2019-04-25,26462.080078125,2926.169921875,26462.080078125,2926.169921875,26536.48046875,2933.10009765625,26310.279296875,2912.840087890625,26426.369140625,2928.989990234375,296730000,3440010000
2019-04-26,26543.330078125,2939.8798828125,26543.330078125,2939.8798828125,26543.560546875,2939.8798828125,26392.55078125,2917.56005859375,26454.619140625,2925.81005859375,317290000,3264390000
2019-04-29,26554.390625,2943.030029296875,26554.390625,2943.030029296875,26602.5390625,2949.52001953125,26520.75,2939.35009765625,26559.869140625,2940.580078125,279450000,3150390000
2019-04-30,26592.91015625,2945.830078125,26592.91015625,2945.830078125,26614.0390625,2948.219970703125,26419.470703125,2924.110107421875,26594.560546875,2937.139892578125,340320000,3939760000
2019-05-01,26430.140625,2923.72998046875,26430.140625,2923.72998046875,26689.390625,2954.1298828125,26426.380859375,2923.360107421875,26639.060546875,2952.330078125,303850000,3669330000
2019-05-02,26307.7890625,2917.52001953125,26307.7890625,2917.52001953125,26454.689453125,2931.679931640625,26180.359375,2900.5,26407.150390625,2922.159912109375,287610000,3802290000
2019-05-03,26504.94921875,2945.639892578125,26504.94921875,2945.639892578125,26534.9609375,2947.85009765625,26370.08984375,2929.2099609375,26379.140625,2929.2099609375,248900000,3357180000
2019-05-06,26438.48046875,2932.469970703125,26438.48046875,2932.469970703125,26476.26953125,2937.320068359375,26033.94921875,2898.2099609375,26160.619140625,2908.889892578125,283020000,3203260000
2019-05-07,25965.08984375,2884.050048828125,25965.08984375,2884.050048828125,26276.900390625,2913.030029296875,25789.7109375,2862.60009765625,26276.900390625,2913.030029296875,334960000,3793060000
2019-05-08,25967.330078125,2879.419921875,25967.330078125,2879.419921875,26118.099609375,2897.9599609375,25889.41015625,2873.280029296875,25933.7890625,2879.610107421875,276420000,3543110000
2019-05-09,25828.359375,2870.719970703125,25828.359375,2870.719970703125,25884.890625,2875.969970703125,25517.390625,2836.39990234375,25878.849609375,2859.840087890625,334760000,3659050000
2019-05-10,25942.369140625,2881.39990234375,25942.369140625,2881.39990234375,26019.3203125,2891.31005859375,25469.859375,2825.389892578125,25763.720703125,2863.10009765625,294580000,3566780000
2019-05-13,25324.990234375,2811.8701171875,25324.990234375,2811.8701171875,25568.060546875,2840.18994140625,25222.509765625,2801.429931640625,25568.060546875,2840.18994140625,361240000,3900270000
2019-05-14,25532.05078125,2834.409912109375,25532.05078125,2834.409912109375,25688.9609375,2852.5400390625,25384.029296875,2820.1201171875,25384.029296875,2820.1201171875,291570000,3354860000
2019-05-15,25648.01953125,2850.9599609375,25648.01953125,2850.9599609375,25724.890625,2858.679931640625,25341.939453125,2815.080078125,25400.130859375,2820.3798828125,270720000,3140900000
2019-05-16,25862.6796875,2876.320068359375,25862.6796875,2876.320068359375,25957.630859375,2892.14990234375,25692.140625,2855.800048828125,25692.140625,2855.800048828125,320960000,3338470000
2019-05-17,25764.0,2859.530029296875,25764.0,2859.530029296875,25948.740234375,2885.47998046875,25657.779296875,2854.22998046875,25719.94921875,2858.60009765625,283760000,3316040000
2019-05-20,25679.900390625,2840.22998046875,25679.900390625,2840.22998046875,25751.7109375,2853.860107421875,25560.55078125,2831.2900390625,25655.310546875,2841.93994140625,279560000,3293750000
2019-05-21,25877.330078125,2864.360107421875,25877.330078125,2864.360107421875,25898.26953125,2868.8798828125,25779.609375,2854.02001953125,25782.33984375,2854.02001953125,260870000,3223050000
2019-05-22,25776.609375,2856.27001953125,25776.609375,2856.27001953125,25878.2109375,2865.469970703125,25755.109375,2851.110107421875,25818.4609375,2856.06005859375,241760000,3194000000
2019-05-23,25490.470703125,2822.239990234375,25490.470703125,2822.239990234375,25657.990234375,2836.699951171875,25328.08984375,2805.489990234375,25657.990234375,2836.699951171875,316940000,3899320000
2019-05-24,25585.689453125,2826.06005859375,25585.689453125,2826.06005859375,25670.810546875,2841.360107421875,25496.19921875,2820.18994140625,25551.0703125,2832.409912109375,201370000,2889230000
2019-05-28,25347.76953125,2802.389892578125,25347.76953125,2802.389892578125,25717.630859375,2840.510009765625,25342.279296875,2801.580078125,25616.55078125,2830.030029296875,358980000,4146980000
2019-05-29,25126.41015625,2783.02001953125,25126.41015625,2783.02001953125,25231.4609375,2792.030029296875,24938.240234375,2766.06005859375,25231.4609375,2790.25,298930000,3701110000
2019-05-30,25169.880859375,2788.860107421875,25169.880859375,2788.860107421875,25218.5390625,2799.0,25066.75,2776.739990234375,25139.939453125,2786.93994140625,215240000,3276030000
2019-05-31,24815.0390625,2752.06005859375,24815.0390625,2752.06005859375,25046.310546875,2768.97998046875,24809.509765625,2750.52001953125,25046.310546875,2766.14990234375,292230000,3982670000
2019-06-03,24819.779296875,2744.449951171875,24819.779296875,2744.449951171875,24935.2109375,2763.070068359375,24680.5703125,2728.81005859375,24830.16015625,2751.530029296875,328240000,3952360000
2019-06-04,25332.1796875,2803.27001953125,25332.1796875,2803.27001953125,25343.76953125,2804.489990234375,24962.8203125,2762.639892578125,24962.8203125,2762.639892578125,281690000,3814130000
2019-06-05,25539.5703125,2826.14990234375,25539.5703125,2826.14990234375,25544.66015625,2827.280029296875,25373.580078125,2800.919921875,25451.0,2818.090087890625,262660000,3570760000
2019-06-06,25720.66015625,2843.489990234375,25720.66015625,2843.489990234375,25800.30078125,2852.10009765625,25518.05078125,2822.449951171875,25567.44921875,2828.510009765625,248070000,3445140000
2019-06-07,25983.939453125,2873.340087890625,25983.939453125,2873.340087890625,26072.75,2884.969970703125,25768.720703125,2852.8701171875,25768.720703125,2852.8701171875,263010000,3244380000
2019-06-10,26062.6796875,2886.72998046875,26062.6796875,2886.72998046875,26210.609375,2904.77001953125,26054.310546875,2885.510009765625,26090.220703125,2885.830078125,249280000,3209890000
2019-06-11,26048.509765625,2885.719970703125,26048.509765625,2885.719970703125,26248.669921875,2910.610107421875,25998.869140625,2878.530029296875,26180.58984375,2903.27001953125,253490000,3551000000
2019-06-12,26004.830078125,2879.840087890625,26004.830078125,2879.840087890625,26082.099609375,2888.570068359375,25958.66015625,2874.679931640625,26040.30078125,2882.72998046875,223690000,3039870000
2019-06-13,26106.76953125,2891.639892578125,26106.76953125,2891.639892578125,26146.91015625,2895.239990234375,25995.7109375,2881.989990234375,26036.939453125,2886.239990234375,213400000,3100640000
2019-06-14,26089.609375,2886.97998046875,26089.609375,2886.97998046875,26162.279296875,2894.449951171875,25988.08984375,2879.6201171875,26076.359375,2886.820068359375,208020000,2992810000
2019-06-17,26112.529296875,2889.669921875,26112.529296875,2889.669921875,26165.779296875,2897.27001953125,26049.80078125,2887.300048828125,26108.529296875,2889.75,199500000,2828400000
2019-06-18,26465.5390625,2917.75,26465.5390625,2917.75,26527.189453125,2930.7900390625,26227.80078125,2905.43994140625,26228.900390625,2906.7099609375,273490000,3441540000
2019-06-19,26504.0,2926.4599609375,26504.0,2926.4599609375,26569.75,2931.739990234375,26415.05078125,2911.429931640625,26490.16015625,2920.550048828125,240950000,3300220000
2019-06-20,26753.169921875,2954.179931640625,26753.169921875,2954.179931640625,26798.630859375,2958.06005859375,26539.689453125,2931.5,26665.380859375,2949.60009765625,278170000,3943060000
2019-06-21,26719.130859375,2950.4599609375,26719.130859375,2950.4599609375,26907.369140625,2964.14990234375,26705.869140625,2946.8701171875,26749.119140625,2952.7099609375,485560000,5003540000
2019-06-24,26727.5390625,2945.35009765625,26727.5390625,2945.35009765625,26806.51953125,2954.919921875,26723.369140625,2944.050048828125,26727.609375,2951.419921875,232390000,3136960000
2019-06-25,26548.220703125,2917.3798828125,26548.220703125,2917.3798828125,26752.310546875,2946.52001953125,26527.66015625,2916.010009765625,26731.609375,2945.780029296875,282160000,3579430000
2019-06-26,26536.8203125,2913.780029296875,26536.8203125,2913.780029296875,26660.0390625,2932.590087890625,26536.330078125,2912.989990234375,26599.419921875,2926.070068359375,274340000,3511350000
2019-06-27,26526.580078125,2924.919921875,26526.580078125,2924.919921875,26607.240234375,2929.300048828125,26465.3203125,2918.570068359375,26523.720703125,2919.659912109375,246930000,3162500000
2019-06-28,26599.9609375,2941.760009765625,26599.9609375,2941.760009765625,26638.349609375,2943.97998046875,26522.26953125,2929.050048828125,26605.9296875,2932.93994140625,499350000,5422650000
2019-07-01,26717.4296875,2964.330078125,26717.4296875,2964.330078125,26890.640625,2977.929931640625,26616.2109375,2952.219970703125,26805.859375,2971.409912109375,267670000,3524860000
2019-07-02,26786.6796875,2973.010009765625,26786.6796875,2973.010009765625,26787.560546875,2973.2099609375,26632.650390625,2955.919921875,26719.529296875,2964.659912109375,219270000,3224490000
2019-07-03,26966.0,2995.820068359375,26966.0,2995.820068359375,26966.0,2995.840087890625,26831.439453125,2977.9599609375,26832.3203125,2978.080078125,149840000,1963570000
2019-07-05,26922.119140625,2990.409912109375,26922.119140625,2990.409912109375,26950.810546875,2994.030029296875,26733.330078125,2967.969970703125,26867.75,2984.25,192170000,2434680000
2019-07-08,26806.140625,2975.949951171875,26806.140625,2975.949951171875,26839.140625,2980.760009765625,26744.869140625,2970.090087890625,26835.640625,2979.77001953125,214290000,2922360000
2019-07-09,26783.490234375,2979.6298828125,26783.490234375,2979.6298828125,26807.69921875,2981.89990234375,26665.5703125,2963.43994140625,26725.119140625,2965.52001953125,218330000,3033330000
2019-07-10,26860.19921875,2993.070068359375,26860.19921875,2993.070068359375,26983.44921875,3002.97998046875,26813.109375,2984.6201171875,26851.9609375,2989.300048828125,207990000,3157800000
2019-07-11,27088.080078125,2999.909912109375,27088.080078125,2999.909912109375,27088.44921875,3002.330078125,26916.3203125,2988.800048828125,26950.16015625,2999.6201171875,252300000,3155710000
2019-07-12,27332.029296875,3013.77001953125,27332.029296875,3013.77001953125,27333.7890625,3013.919921875,27135.44921875,3001.8701171875,27139.490234375,3003.360107421875,248390000,2984140000
2019-07-15,27359.16015625,3014.300048828125,27359.16015625,3014.300048828125,27364.689453125,3017.800048828125,27294.169921875,3008.77001953125,27364.689453125,3017.800048828125,199730000,2876100000
2019-07-16,27335.630859375,3004.0400390625,27335.630859375,3004.0400390625,27398.6796875,3015.02001953125,27290.240234375,3001.14990234375,27349.3203125,3012.1298828125,226000000,3297030000
2019-07-17,27219.849609375,2984.419921875,27219.849609375,2984.419921875,27343.060546875,3005.260009765625,27218.380859375,2984.25,27320.91015625,3005.10009765625,193930000,3185650000
2019-07-18,27222.970703125,2995.110107421875,27222.970703125,2995.110107421875,27266.810546875,2998.280029296875,27068.7890625,2973.090087890625,27191.98046875,2978.8701171875,216070000,3369820000
2019-07-19,27154.19921875,2976.610107421875,27154.19921875,2976.610107421875,27342.9609375,3006.02001953125,27145.779296875,2975.860107421875,27246.380859375,3004.260009765625,287690000,3285890000
2019-07-22,27171.900390625,2985.030029296875,27171.900390625,2985.030029296875,27227.76953125,2990.7099609375,27088.900390625,2976.64990234375,27174.1796875,2981.929931640625,216310000,3016200000
2019-07-23,27349.189453125,3005.469970703125,27349.189453125,3005.469970703125,27368.810546875,3005.89990234375,27204.580078125,2988.56005859375,27231.859375,2994.739990234375,248850000,3333810000
2019-07-24,27269.970703125,3019.56005859375,27269.970703125,3019.56005859375,27291.0390625,3019.590087890625,27191.119140625,2996.820068359375,27262.240234375,2998.77001953125,244320000,3433220000
2019-07-25,27140.98046875,3003.669921875,27140.98046875,3003.669921875,27298.4296875,3016.31005859375,27062.48046875,2997.239990234375,27247.390625,3016.260009765625,241420000,3657050000
2019-07-26,27192.44921875,3025.860107421875,27192.44921875,3025.860107421875,27213.69921875,3027.97998046875,27123.25,3012.590087890625,27166.0,3013.25,233650000,3260170000
2019-07-29,27221.349609375,3020.969970703125,27221.349609375,3020.969970703125,27275.849609375,3025.610107421875,27178.060546875,3014.300048828125,27192.240234375,3024.469970703125,250850000,3224490000
2019-07-30,27198.01953125,3013.179931640625,27198.01953125,3013.179931640625,27224.359375,3017.18994140625,27069.859375,3000.93994140625,27145.390625,3007.659912109375,293250000,3632770000
2019-07-31,26864.26953125,2980.3798828125,26864.26953125,2980.3798828125,27281.650390625,3017.39990234375,26719.599609375,2958.080078125,27244.669921875,3016.219970703125,385150000,4626330000
2019-08-01,26583.419921875,2953.56005859375,26583.419921875,2953.56005859375,27175.58984375,3013.590087890625,26548.7109375,2945.22998046875,26879.859375,2980.320068359375,386320000,4793810000
2019-08-02,26485.009765625,2932.050048828125,26485.009765625,2932.050048828125,26570.01953125,2945.5,26249.220703125,2914.110107421875,26528.66015625,2943.89990234375,327640000,3882810000
2019-08-05,25717.740234375,2844.739990234375,25717.740234375,2844.739990234375,26259.23046875,2898.070068359375,25523.380859375,2822.1201171875,26259.23046875,2898.070068359375,422240000,4542850000
2019-08-06,26029.51953125,2881.77001953125,26029.51953125,2881.77001953125,26038.6796875,2884.39990234375,25710.869140625,2847.419921875,25810.619140625,2861.179931640625,318160000,4156640000
2019-08-07,26007.0703125,2883.97998046875,26007.0703125,2883.97998046875,26073.2109375,2892.169921875,25440.390625,2825.7099609375,25814.220703125,2858.64990234375,344790000,4512720000
2019-08-08,26378.189453125,2938.090087890625,26378.189453125,2938.090087890625,26383.609375,2938.719970703125,26038.099609375,2894.469970703125,26086.51953125,2896.2099609375,282530000,4118530000
2019-08-09,26287.439453125,2918.64990234375,26287.439453125,2918.64990234375,26413.359375,2935.75,26097.640625,2900.14990234375,26337.08984375,2930.510009765625,240260000,3356850000
2019-08-12,25896.439453125,2882.699951171875,25896.439453125,2882.699951171875,26178.94921875,2907.580078125,25824.939453125,2873.139892578125,26169.91015625,2907.070068359375,199390000,3328570000
2019-08-13,26279.91015625,2926.320068359375,26279.91015625,2926.320068359375,26426.970703125,2943.31005859375,25833.25,2877.050048828125,25888.880859375,2880.719970703125,308900000,3857190000
