_id;SOZIETATEA_EU/SOCIEDAD_EU;SOZIETATEA_CAS/SOCIEDAD_CAS;EKITALDIA/EJERCICIO;SAILA/DEPARTAMENTO;SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_EU;SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_CAS;ZENTRU KUDEATZAILEA/CENTRO GESTOR;ZENTRO KUDEATZAILEAREN DESKR._EUS/DESCR. CENTRO GESTOR_EUS;ZENTRO KUDEATZAILEAREN DESKR._CAS/DESCR. CENTRO GESTOR_CAS;GASTU ARLOA/AREA DE GASTO;GASTU ARLOAREN DESKRIBAPENA_EUS/DESCRIPCION AREA DE GASTO_EUS;GASTU ARLOAREN DESKRIBAPENA_CAS/DESCRIPCION AREA DE GASTO_CAS;GASTU POLITIKA/POLITICA DE GASTO;GASTU POLITIKAREN DESKR.EUS/DESCR. POLITICA DE GASTO_EUS;GASTU POLITIKAREN DESKR._CAS/DESCR. POLITICA DE GASTO_CAS;TALDEA/GRUPO;TALDEAREN DESKRIBAPENA_EUS/DESCRIPCION GRUPO_EUS;TALDEAREN DESKRIBAPENA_CAS/DESCRIPCION GRUPO_CAS;PROGRAMA/PROGRAMA;PROGRAMAREN DESKRIBAPENA_EUS/DESCRIPCION PROGRAMA_EUS;PROGRAMAREN DESKRIBAPENA_CAS/DESCRIPCION PROGRAMA_CAS;KAPITULUA/CAPITULO;KAPITULUAREN DESKRIBAPENA_EUS/DESCRIPCION CAPITULO_EUS;KAPITULUAREN DESKRIBAPENA_CAS/DESCRIPCION CAPITULO_CAS;ARTIKULUA/ARTICULO;ARTIKULUAREN DESKRIBAPENA_EUS/DESCRIPCION ARTICULO_EUS;ARTIKULUAREN DESKRIBAPENA_CAS/DESCRIPCION ARTICULO_CAS;KONTZEPTUA/CONCEPTO;KONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION CONCEPTO_EUS;KONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION CONCEPTO_CAS;AZPIKONTZEPTUA/SUBCONCEPTO;AZPIKONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION SUBCONCEPTO_EUS;AZPIKONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION SUBCONCEPTO_CAS;PROIEKTUA/PROYECTO;PROIEKTUAREN DESKRIBAPENA/DESCRIPCION PROYECTO;HASIERAKO KREDITUA/CREDITO INICIAL 2023
1332;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1631;BIDEAK GARBITZEA;LIMPIEZA VIARIA;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2020/00485;Jarduketa txikiak auzoetan/ Actuaciones menores en barrios;375,00
1333;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1631;BIDEAK GARBITZEA;LIMPIEZA VIARIA;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2023/00387;Jarduketa osagarriak auzoetan/ Actuaciones complementarias en barrios;40.000,00
1334;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1632;KOMUNITATE MAILAKO ONGIZATEKO ZERBITZU OROKORRAK;SERVICIOS GENERALES DEL BIENESTAR COMUNITARIO;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;120;FUNTZIONARIOEN OINARRIZKO SOLDATAK;RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO;12001;FUNTZIONARIOEN OINARRIZKO SOLDATAK;RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO;9999/99999;GENERIKOA/ GENÉRICO;478.166,00
1335;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1632;KOMUNITATE MAILAKO ONGIZATEKO ZERBITZU OROKORRAK;SERVICIOS GENERALES DEL BIENESTAR COMUNITARIO;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;121;FUNTZIONARIOEN ORDAINSARI OSAGARRIAK;RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION;12101;LANTOKI OSAGARRIA;COMPLEMENTO DE DESTINO;9999/99999;GENERIKOA/ GENÉRICO;198.433,00
1336;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1632;KOMUNITATE MAILAKO ONGIZATEKO ZERBITZU OROKORRAK;SERVICIOS GENERALES DEL BIENESTAR COMUNITARIO;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;121;FUNTZIONARIOEN ORDAINSARI OSAGARRIAK;RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION;12102;OSAGARRI BEREZIA;COMPLEMENTO ESPECIFICO;9999/99999;GENERIKOA/ GENÉRICO;547.499,00
1337;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1632;KOMUNITATE MAILAKO ONGIZATEKO ZERBITZU OROKORRAK;SERVICIOS GENERALES DEL BIENESTAR COMUNITARIO;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;121;FUNTZIONARIOEN ORDAINSARI OSAGARRIAK;RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION;12103;PRODUKTIBITATE OSAGARRIA;COMPLEMENTO DE PRODUCTIVIDAD;9999/99999;GENERIKOA/ GENÉRICO;61.788,00
1338;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1632;KOMUNITATE MAILAKO ONGIZATEKO ZERBITZU OROKORRAK;SERVICIOS GENERALES DEL BIENESTAR COMUNITARIO;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;16;ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK;CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL;160;KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA;CUOTAS SOCIALES A CARGO DEL EMPLEADOR;16001;GIZARTE SEGURANTZA;SEGURIDAD SOCIAL;9999/99999;GENERIKOA/ GENÉRICO;315.445,00
1339;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;163;BIDEAK GARBITZEA;LIMPIEZA VIARIA;1632;KOMUNITATE MAILAKO ONGIZATEKO ZERBITZU OROKORRAK;SERVICIOS GENERALES DEL BIENESTAR COMUNITARIO;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;16;ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK;CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL;160;KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA;CUOTAS SOCIALES A CARGO DEL EMPLEADOR;16004;ELKARKIDETZAKO KUOTAK;CUOTAS ELKARKIDETZA;9999/99999;GENERIKOA/ GENÉRICO;21.917,00
1340;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;165;KALE-ARGITERIA;ALUMBRADO PÚBLICO;1651;KALE-ARGITERIA;ALUMBRADO PÚBLICO;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2020/00485;Jarduketa txikiak auzoetan/ Actuaciones menores en barrios;28.421,00
1341;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;165;KALE-ARGITERIA;ALUMBRADO PÚBLICO;1651;KALE-ARGITERIA;ALUMBRADO PÚBLICO;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2022/00523;Deustuko ertzain-etxeko gainazaleko aparkalekua/ Aparcamiento superficie comisaría Deusto;3.127,00
1342;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;16;KOMUNITATE-ONGIZATEA;BIENESTAR COMUNITARIO;165;KALE-ARGITERIA;ALUMBRADO PÚBLICO;1651;KALE-ARGITERIA;ALUMBRADO PÚBLICO;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2023/00387;Jarduketa osagarriak auzoetan/ Actuaciones complementarias en barrios;40.000,00
1343;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;17;INGURUMENA;MEDIO AMBIENTE;171;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;1711;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2020/00485;Jarduketa txikiak auzoetan/ Actuaciones menores en barrios;11.103,00
1344;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;17;INGURUMENA;MEDIO AMBIENTE;171;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;1711;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2022/00298;Artxandako Topaketaren Parkea/ Parque del Encuentro Artxanda;800.000,00
1345;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;17;INGURUMENA;MEDIO AMBIENTE;171;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;1711;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2022/00299;Basoak eta antzeztokia Etxebarrian/ Bosque y escenario en Etxebarria;700.000,00
1346;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;17;INGURUMENA;MEDIO AMBIENTE;171;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;1711;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2023/00198;Parkeak aktibatzea/ Activacion parques;700.000,00
1347;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;17;INGURUMENA;MEDIO AMBIENTE;171;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;1711;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;6;INBERTSIO ERREALAK;INVERSIONES REALES;60;INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN;INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A;601;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;60101;ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA;INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G;2023/00387;Jarduketa osagarriak auzoetan/ Actuaciones complementarias en barrios;45.000,00
1348;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;1;OINARRIZKO ZERBITZU PUBLIKOAK;SERVICIOS PÚBLICOS BÁSICOS;17;INGURUMENA;MEDIO AMBIENTE;171;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;1711;PARKEAK ETA LORATEGIAK;PARQUES Y JARDINES;6;INBERTSIO ERREALAK;INVERSIONES REALES;64;GASTUAK IZAERA IMMATERIALEKO INBERTSIOETAN;GASTOS EN INVERSIONES DE CARACTER INMATERIAL;644;APLIKAZIO INFORMATIKOAK;APLICACIONES INFORMÁTICAS;64401;APLIKAZIO INFORMATIKOAK;APLICACIONES INFORMÁTICAS;2022/00300;Burdin Hesia berreskuratzea/ Recuperación cinturón de hierro Artxanda;200.950,00
1349;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;9;JARDUKETA OROKORRAK;ACTUACIONES DE CARÁCTER GENERAL;92;ZERBITZU OROKORRAK;SERVICIOS DE CARÁCTER GENERAL;920;ADMINISTRAZIO OROKORRA;ADMINISTRACIÓN GENERAL;9209;ZERBITZUETAKO GASTU KOMUNAK;GASTOS COMUNES DE LOS DIFERENTES SERVICIOS;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;120;FUNTZIONARIOEN OINARRIZKO SOLDATAK;RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO;12001;FUNTZIONARIOEN OINARRIZKO SOLDATAK;RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO;9999/99999;GENERIKOA/ GENÉRICO;22.616,00
1350;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;9;JARDUKETA OROKORRAK;ACTUACIONES DE CARÁCTER GENERAL;92;ZERBITZU OROKORRAK;SERVICIOS DE CARÁCTER GENERAL;920;ADMINISTRAZIO OROKORRA;ADMINISTRACIÓN GENERAL;9209;ZERBITZUETAKO GASTU KOMUNAK;GASTOS COMUNES DE LOS DIFERENTES SERVICIOS;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;121;FUNTZIONARIOEN ORDAINSARI OSAGARRIAK;RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION;12101;LANTOKI OSAGARRIA;COMPLEMENTO DE DESTINO;9999/99999;GENERIKOA/ GENÉRICO;10.555,00
1351;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;9;JARDUKETA OROKORRAK;ACTUACIONES DE CARÁCTER GENERAL;92;ZERBITZU OROKORRAK;SERVICIOS DE CARÁCTER GENERAL;920;ADMINISTRAZIO OROKORRA;ADMINISTRACIÓN GENERAL;9209;ZERBITZUETAKO GASTU KOMUNAK;GASTOS COMUNES DE LOS DIFERENTES SERVICIOS;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;121;FUNTZIONARIOEN ORDAINSARI OSAGARRIAK;RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION;12102;OSAGARRI BEREZIA;COMPLEMENTO ESPECIFICO;9999/99999;GENERIKOA/ GENÉRICO;26.709,00
1352;UDAL;UDAL;2023;410;OBRAK, HIRI PLANGINTZA ETA PROIEKTU ESTRATEGIKOAK;OBRAS, PLANIFICACIÓN URBANA Y PROY.ESTRATÉGICOS;4101;OBRETAKO ETA PROIEKTU ESTR. ZUZENDARITZA;DIRECCIÓN OBRAS Y PROY.ESTRATÉGICOS;9;JARDUKETA OROKORRAK;ACTUACIONES DE CARÁCTER GENERAL;92;ZERBITZU OROKORRAK;SERVICIOS DE CARÁCTER GENERAL;920;ADMINISTRAZIO OROKORRA;ADMINISTRACIÓN GENERAL;9209;ZERBITZUETAKO GASTU KOMUNAK;GASTOS COMUNES DE LOS DIFERENTES SERVICIOS;1;PERTSONAL GASTUAK;GASTOS DE PERSONAL;12;FUNTZIONARIOEN SOLDATAK;RETRIBUCIONES DEL PERSONAL FUNCIONARIO;121;FUNTZIONARIOEN ORDAINSARI OSAGARRIAK;RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION;12103;PRODUKTIBITATE OSAGARRIA;COMPLEMENTO DE PRODUCTIVIDAD;9999/99999;GENERIKOA/ GENÉRICO;3.065,00
